Unnamed: 0,Name,Rating,Review
504,Mariann J.,1,"edit  : n't function anymore . bluetooth connect wirelessly , matter plug wire 's longer working . sadly yet another incredibly expensive set headphones lackluster longevity.edit : unfortunately reduce rating . months bluetooth connection longer works . able move around chores important factor loved . still recommended people big head ears , well people n't mind using cable.summary : extremely comfortable / good bass may fall little short bass heads / good noise cancellation / short cablesi used hate wear headphones , always gave headache ear pains . 'd put one wanted provide quiet space partner become necessary , finally looked headphones better suited big heads ears . qc  ii first one came across top lists ,  hefty sale * * according customers ' measurements ,  even bigger internal space ears  ( . '' width x . '' height , vs.  '' width x  '' height respectively ) . n't know comparisons true , ears definitely fit perfectly  ! 's also first time ever extend headband much could even empty space head wanted , pressure top head either ! comfort aside : prior , skullcandy sound quality difference taking time get used . bass n't weak per se , 'd say 's good , want deeply thumping bass , might fall little short . also n't sound crisp skullcandy , quality still extremely good . noise cancellation awareness mode easy switch , good functions . charging audio cables ridiculously short , charger universal one charge phone 's charger well . n't know audio cable supplemented elsewhere , need , definitely recommend length . pc bluetooth n't need it.all , minor shortcomings headphones may completely trumped incredibly comfortable , first time 'm happy wear headphones . anything changes quality ( ear pads coming , battery dying fast ) , 'll try remember update review ."
505,JMan240,1,"noise cancellation works fine , absolutely believe anyone recommends things trying get set up.if want use headphones active noise cancellation 're paying $  , connect garbage app lies face second enable . things product encrapification everything use , one worst offenders encrapification things life.right bat , laughably short included cables ( hope 're ft tall want use included .mm cable something pocket ) , even shorter charging cable . play charging , even cable capable . power first time annoys get app disables functionality get app connect least once.why annoy hell customer right gate ? well , 'm glad asked . see , 's scheme steal location data , advertisers spy serve ads . attempt pair device bluetooth demands access location data . connecting bluetooth never ever required location data phone , never . bose lying face gain . 'm mad , surprised , google presumably apple well , allow app store . executives product designers behind implementing prompt ( may actually illegal request unnecessary location data due inability refuse giving still continue using $  headphones ) , barred ever control anything significant ever lives 're obviously hazard well-being peers given sort influence.and bose rep , respond saying need find device , save lying someone n't understand tech.i 've never encountered something maddeningly stupid piece tech , given opportunity 'd advise anyone never touch another bose product long live . sure hell never . 'd return instantly knew amazon would n't throw landfill instead selling refurbished ."
506,Sam Borgeson,1,"bought returned headphones finding borderline unusable . wired bose qcs like fine . job act like headphones . figured qcs would , improvements . instead , qcs , audio less delivers , pathological product features deviate might intuitively expect headphones . every potential buyer know : (  ) ca n't charge using ( acceptable  ! ) (  ) lose charge using ( swear , possible controls mislead time , power indicator light switch right position ) (  ) real way use passive mode ( options either noise cancelling piped-in outside sounds n't power , ca n't use headphones ) (  ) use wired sound source , volume lowered virtually audible turn back * every time * .so imagine charging  days , taking case beginning long flight , finding dead . ok , least wired sound work ... nope . ok trickle charge via plane 's flaky usb port half hour use wired low charge . neighbor needs get , unplug cord let pass , plug back , switched phone 's bluetooth wont go back wired . turn headphones back plugged re-establish wired connection . oh ! sound . battery dead ? , plugged audio cable , volume level reset inaudible.a lot people seem like headphones , product design decisions crazy . wireless headphones work , including backstop features wired ones provide . n't even know check whether could carry wired sound noise cancelling whether could charge use . totally obvious things , especially price ."
507,Nick,1,"'m using older phone , date android os . matter , could n't properly connect qc  `` bose music '' app . would n't let use `` bose connect '' app use qc . `` connected '' bluetooth phone laptop , since app would n't connect , configuration ability ( turn adjust level noise cancelling ) .deleted app clearing data . deleted previous app . restarted phone . troubleshooting know ( long time technical person trade hobby ) . self serve support non-existent behind annoying login prompts . plus , n't go support . bose product requires support box , 's level experience paid ( certainly n't experience qc s bought  ) . effectively made worthless me.my qc  served well  years ( still working fine - thinking better upgrade forced ) . guess 'll keep pushing luck . guess last bose purchase . returned qc  refund . 'll research next time rather practicing blind brand loyalty ."
508,Ky,1,"second pair  's tried . second pair immediately returning . dumb anc plays back sounds clicks lid dishes clanking instead cancelling . whatever reason , sound picked anc played back `` full volume . '' 'll listening podcast dishes sound someone clanking glasses together right next ear . 's high frequency noises pose problem . sounds , talking , anc handles great.i almost started think `` problem . '' luckily still bose qc ii ( pictured next  's ) . headphones n't problem . normal things without sounds whatever 'm played back uncomfortable volume.that leads two theories . firstly , n't respect intelligence  star reviews already significant hearing loss and/or n't know protect hearing . ! , likely option according . bose apple really making anc worse n't paying patents good anc , whatever . get . 's inferior anc compared last product bought.well , let 's go three theories set false dichotomy : maybe amazon bad batch manufacturer lot inferior anc mics , got unlucky.they comfortable  's though . ca n't tell difference chores . really want love . updating firmware n't help . : rolling_on_the_floor_laughing : also , sony xm 's n't problem . new sennheiser 's n't problem . disheartening ..."
509,Mark,1,"diehard bose aviation headset user better part  years , decided invest pair standalone headsets flights 'm flying passenger . purchased bose qc- since equally priced qc-ii , qc-s getting high review ratings , get new technology ! -- -- returned qc-s  days use ,  hours flight time ! replaced sony wh-xm , look back ! pair qc-s , qc-ii , n't retire qc-s , disappointed.pros:. good noise cancelling , however found frequently `` clear '' ear using qc-s anc . 've never experienced wearing bose-x , bose a- aviation headsets , sony wh-xm. . customizable multifunction button. . actual buttons headset control vol +/- , play/pause music , answer/end phone calls. . usb-c charging portcons:. zero bass , accompanied flat tinny audio . great podcasts audiobook , crime listen vibrant music . came surprise disappointment since bose aviation headset models provide bass rich immersive audio listening experience. . feedback users phone calls voice sounds tinny , robotic , background droned voice . one person asked `` keep crumpling tin foil near phone 's microphone ? '' comparison , switched using phone environment reported immediate improvement call quality. . cluster  buttons control media call functions feel , constantly touch slide thumb forward backward make sure selecting correct button.overall , qc-s get  star , noise cancelling feature average ."
510,fsedfpokmpto234,1,"occasionally used headphones started noticing use charging even next day . thought maybe forgot turn . , next time , scenario repeated : could use headphones need charge again.so , contacted amazon .  days receiving package . visited amazon support page said - free support  days . happy - still want help !  . first support person tried help technically : found reset headphones . started charging promised call back two days see problem resolved.i fully charged headphones started working day . turned off. . next day , turned headphones work : charge . , contacted support chat . amazon said contacted bose get replacement free charge . directly amazon bose . wrote would get replacement  days . nice support !  . day later , first support person called back verify problem resolved . told replacement ordered thanked second support person help. .  days later , n't get anything . contacted amazon support . reviewed chats said second person `` provided false information '' . nothing ordered replacement . order replacement . contact bose directly . support person even n't apologized `` lie '' ( false information ) second person . asked manager . manager except added apology - apology help . still apology false information wasting tons time ."
511,William Wing,1,"loved headphones initially purchased . thought noise cancellation worked great good sound quality .  months moderate use stopped turning . charged hours still would turn . tried reset headphones turned tries left ear worked . switched try , would turn . upgraded firmware headphones bose advanced site still work . within warranty option exchanging new pair would pay $ .i sony headphones , lasted years wear tear ear foam . recommend bose never buy ."
512,J,1,"good : - active noise cancelling nicethe bad : - windows  sometimes connect headset mode times headphones mode . headset mode get mono audio , stereo- use usb play audio , usb charging . price point got joke bose . want feature need spend another $  ultra 's . laughable pricing.- voice assistant wo n't stop talking first turn . likes repeat . `` connecting ... connecting ...... connected .. connecting '' .- initial - second delay first connecting device.- .-.mm cable short include microphone.at price point headphones much feature rich ."
513,Mountain.Girl22,1,"love look feel headphones . noise cancellation great wanted . unfortunately issue losing bluetooth connection intermittently  macbook air . sounded skipping periodically second every time listened anything connected bluetooth . n't know causing issue , something could n't ignore matter hard tried . headphones worked well iphone using bluetooth problem brands earphones staying connected macbook bluetooth . read response viewer replying youtube video called , `` bose qc  issues '' person exact issue headphones staying connected macbook . honestly , hate send back . really loved . connect app annoying , headphones exactly want n't know exchanging would 've helped . nothing wrong macbook computer bluetooth device connection . sent earphones ups back amazon today hope problem getting refund . sad could n't get work right macbook . tried whole month could n't fix issue . could get pair would work macbook , would buy without hesitation ."
514,John Turner,1,"regret buying headphones trusting bose brand . kept updated use bose apps ( two different apps ) . use headphones iphone macbook pro , also updated . 've tried re-pairing multiple times , . nothing solves drop outs.these headphones consistently frequently drop break . n't matter video conference call work , watching youtube videos , listening music : drop time . point use work calls regular phone calls.simple things like fit , finish style fine . sound quality `` good '' hard make judgment drop glitch time . terrible , terrible , terrible listening experience . regret buying , regret making decision return sooner , never buy another bose product again.save money , buy something else actually works ."
515,William,1,"product worked well lasted . within little less  year headphones longer turn . sudden precursor , bumps , anything would precipitate damage headset . 'd suggest others look elsewhere invest product lasts.a product level cost n't completely fail warranty less year.i updated firmware tried factory reset , nothing worked . headphones suddenly wo n't turn . headphones n't bumped , n't exercised , spills - 's reason malfunctioning shortly ordering . bose 's solution : pay $  replacementtoo expensive consider replacing every year ."
516,pgAZ,1,"update :  months occasional use careful handling/storage , longer work . like , ! charge ’ turn ! read online apparently lot people malfunction . expensive paperweight battery charge turn even plugged power used ! save headache go buy something else.original review : bought replace much loved sony mdr-x served us well since . ,  solid years use , side band cracked . , since ’ make model anymore , gave bose qc try . supposed tops noise cancelling ? ? bottom line , ’ shut ambient noise much . , fail important feature us longer watch different shows shut sound snoring nearby late watching insomniac tv programming.now searching replacement parts sony…"
517,Wesley K.,1,"used regularly video editing , gaming , watching films , made sure take extra good care . however six months , 've started issues connected bluetooth , audio cut intermittently . n't seem problem wired mode far . expensive pair headphones half functionality gone faulty , ca n't return return window expired . happy ."
518,Michael Allwood,1," months enjoyed quality sound using minimally . one day still hard case provided bose fell hinge right earcup broke , rendering unusable . thought still warranty would able get serviced , replacement even refurbished unit , informed bose customer service would pay $  replacement sent . 's joke almost full cost , offered  % price , still joke considering priced prestige company . could understand beyond year ownership ,  months , insult . never purchase multimillion dollar company regards customer warranty ways . said $  $  fix issue offered shipping would felt disrespected , insist pay much $  already paying $ + headphones without sensibility . never would give money company ."
519,Drail2140,1,"within  hours product ’ arrival , experienced intermittent bluetooth connection , defective button light , defective status light , intermittent active/quiet function , else squeezed “ passing ” , able listen  seconds iphone ’ music . never phone call testing work . love bose  pair headphones  years truly drove reason bought . return likely review competitor products ."
520,Stacy C. Charlton,1,"bought `` upgrade '' cheap soundcore headphones using years . right box randomly periodically drop audio signal transmit annoying static . searching online found issue several years . travel lot work , hoping would allow sleep better plane , randomly subjected loss signal accompanied static , going happen . audiobooks also unlistenable due defect . sorely disappointed , back using soundcore- issues using devices . n't seem affect everyone , surprised many people encounter issue- would thought bose would fixed ."
521,,1,"nd update : several weeks problems , headset acting . listening music suddenly says ’ ready pair another device , deletes device list useless below-stated reset . beyond frustrating purchase price . ’ , , recommend skip purchase unless like headaches.update : must firmware revision . experienced issue several weeks . seem working okay . sound quality great ! hoping bluetooth problems ’ resurface.thought bose reputable brand .. saved qc happy . decent audio quality , decent noise cancellation . quite year later , major bluetooth issues . keeps trying connect devices ’ using , forgets devices bricks . factory reset , delete bose account , forget iphone , try reconnect ’ brand new . work hour , cycle bs . tech support available . bose says warranty expired , less one year . ‘ solution ’ ship expense  weeks offer discount new pair… . would buy defective junk ? ! bose products . telling everyone know ."
522,Lana C,1,"n't cancel noise . call bose , instructions included download app , discovered n't one thing bought . hear even quiet ambient room music right . tested near leaf blower simulate plane , quieter could still hear lot noise . disappointed . returned ."
523,Ava,1,hi bought  bose headphones . one one birthday present mom . happy sound great noise canceling works . ’ know ones . every time connect malfunctioning headphones phone . someone calls ’ hear speak ! ask mom issue headphones . thing ! ! microphones work ! say one amazon . ’ happy sound great .
524,Jessica Barco,1,"bose made disappointed . excited headphones find sound leaks headphones put half volume . another con , public transportation strong movement audio breaks ( issue ’ signal issue air hitting headphones ) .additional cons , little bass . record/ speak mic ’ little background noise voice barely heard.they comfortable . ’ basic headphones ’ match price ."
525,Unanimouse,1,"right hinge issues . cheaply made fragile materials plastics.very basic limited control settings app.the functionality great adjustability appl e products like airpods pro  airmax paired newer iphon set bar higher bose improve . , though 've owned prior generations bose anc ear headphones , product , , limited durable , continue faithful bose customer.this headphone cost  dollars compared others ."
526,Ryan Castle,1,"high expectations latest version bose anc headphones .. wow disappointed.the qcs simply n't produce acceptable sound . fidelity spectacularly imbalanced : supercharged mids highs render considerable library classic rock - well classical baroque recordings - unlistenable seconds . qc sound quality , word , shrill . vivaldi 's violin concerto split head open things . forget billy squire , pink floyd becomes tinny cheap . bill evans ' piano barely passable , good music needlessly neglected ? back back comparison ten+ year old qcs qcs yielded markedly better performance qcs . qcs much better balance , certainly audiophile quality , listenable hours . qc s returned asap.couple poor audio fidelity necessity app operate stupid things , well , sound bad , needlessly complicated boot . anyone really need online assistant lurking background pair headphones ? rather think . bose insists app , least give us ability fine tune sound ; oh , stuck head-splitting experiencebose - company known exceptional sound quality - needs get back basics well , sound quality ."
527,yossh,1,plan use switching multiple devices (  devices ) ready pain . using physical button switch n't always work ; many times seems get 'stuck ' devices refuse switch . find turning devices would switch device want.really bad experience .
528,Sarah,1,"fully charged first use , headphones lasted  hours , advertised . sufficient get destination international flight.i previously used sony wh-xm , performed much better battery life noise canceling . return bose buy another pot sony"
529,Veronica Medina,1,"decided splurge higher end better quality pair head phones purchase understand enthusiastic response ear pieces started peeling year , ear piece opened completely stopped working year half . could understand went cheaper lower quality product much higher expectation product , especially considering didnt use workout activity even tested quality ear pieces . , customer service say warranty good year cant anything - either wont recognize defective product quality really low . needless say , dont recommend product !"
530,soyshay,1,"let preface saying ’ previous generation headphone loved every pair . these… right box return replacement would charge , thinking biggie probably damaged transport , rare dud , ’ bose ’ quality . hate download bose app devices . sound quality feel ’ good previous generation . main complaint less year sporadic use completely stopped working . charging port functional know light come changes , refuse turn . switching different brand , even going try ."
531,Amazon Customer,1,"software super buggy , several terrible design choices . n't ... would quite good headphones ! bugs:. right side sometimes becomes much quieter ( / loud ? ) , feels like left side working. . 's mode keep noise cancelling mode last time used headphones - simply work !  . often connect devices - need restart headphones reset bluetooth device connect.terrible design choices:. unlike qc , way turn noise canceling . super annoying quiet environments get `` ear suck '' windy environments wind always brush outside mic 'll `` cancel '' noise n't , generating lot wind noise . n't even windy - fast walk airport generate `` wind '' noise. . button turn headphones flat earpad , pressing creates huge pressure increase ear. . voice assistant interrupt music/book say `` battery low , please charge ! '' many times , ca n't disabled . voice also super low quality annoying tone ."
532,BiomedicalEngineer,1,microphone first one bought broken return waranty program . second one came mic usable basic video calls even quiet settings . everyone tells sound far away.these headphones feel light cheap noise cancelling compares $  set cheap headphones anc amazon.the battery life - hours ridiculous given much paying them.i think needed achieve greater greater profits abandoned creating quality products . 's real shame .
533,,1,extremely frustrating . .mm headphone jack broke mere month usage matter wires buy never works one side audio always broken.for friend tried headphone causes headache noise cancelling non noise cancelling mode extremely frustrating connect device .
534,Darrelise Malave,1,extremely dissatisfied set headphones . really n't like complain money spent break quickly unacceptable . really love bose guess 's time change .
535,Sulli1,1,"mixed experience bose headset . delivered audio quality comfort , issues zoom calls using microphone . real disappointment came stopped charging , leaving use aux cord . defeats purpose wireless headset . given high price , expected better longevity ."
536,pvee,1,"headphones couple days anxious wear walks . got morning got dressed put headphones , , nothing . completely dead ,  % night . thought - maybe . perhaps n't turn completely . made sure keep ears turned could hear tone played turn - confirmation , indeed , turn . couple days later got morning got dressed put headphones , , nothing . completely dead ,  % night . time confirmed turned listening tone . , couple days later deciding whether contact customer support return , got morning dropped  % evening ,  % night . 'm done . sending back refund . terrible product ."
537,Cal Hullihen,1,headphones uncomfortable . owned  different bose headsets ( last  lost year ) worn flying interntaionally issues .  minutes uncomfortable .
538,Amazon Customer,1,"’ three months used times , left side already dead sound left earphone , right earphone currently working ."
539,douglas richards,1,"connect tv / time , buttons small , user friendly would recommend especially older people need hear tv"
540,Kim,1,"bought pair husband . opened proceeded set , could get left side work . customer service representative helped get touch bose rep could n't help us return new pair would sent . second pair came exact situation . amazon helpful time go purchase box return wait  days ups pick . awful experience amazon bose . amazon would let us return bag received ups therefore putting back customer . worst experience ever worst headphones . went back target got another pair beats . save money buy headphones . headache !"
541,Esco Hubbard,1,"purchased headset work . work office floor teammates make phone calls meetings day long . purchased headset sole purpose able conversations customers teammates without going huddle room tethered computer ( via cord ) . hopeful going solution , ’ working . sound quality excellent , however customers hear well . adjusted volumes computer try speak slow loudly , ’ working . ’ late return overall disappoint overall results ."
542,Miche,1,"opened headphones , hair inside , turned first time , said already previously connected two devices someone named wendy . quite shocking considering expensive ."
543,taoareyou,1,"first good . comfortable ear . anc good advertised good enough . pair lasted seven days . tried everything read online worked tech support . even though english obviously first language tried help . soon gave serial number offered return , makes think known issue . going return via amazon , changed mind contacted bose support . time got guy downright nasty , possibly worst customer service experience , least top five . returned via amazon , got refund . wanted replace case one , would cost extra $  price increases . may bose business model : sell detective product . people wo n't bother return , return repurchase money . sounds crazy , experience ( except wo n't repurchasing . )"
544,Robert Arnot md,1,"use headphones sleep . annoying voice impossible shut . rather protecting noice , woke twice week around  . told `` iphone disconnected . '' said almost battery left . needed woken told mystery . tried apps website shut feature . seems beyond dumb noise cancelling earphone creates way louder noises reduces"
545,E,1,"spent + hours trying figure . qc connected phone laptop . headphones would switch sources phone laptop . . said 'active stream ' phone even though 'm playing anything phone . closed every single app phone  % sure . try switch laptop app , nothing happens - app n't respond anything . ca n't turn phone input without losing app connection.i tried uninstalling reinstalling app , removing device phone laptop multiple times , restarted phone , restarted laptop , checked/updated settings phone laptop 's absolutely change . ridiculous problem price - intended upgrade $  no-name amazon headphones , way problem switching devices ! also thought noise cancellation so-so kind low hiss sound . n't like 'modes ' nc ca n't adjust manually like headphones.was really excited getting initially returning less day ownership ."
546,Justin,1,"soon return period expired , headphones conveniently started glitch . one job - play audio . anyone tell every  seconds , audio cut second two ? ’ listen song phone call . ’ like signal drops restores . tried troubleshooting . ’ tried charging . disconnecting reconnecting . never issue airpods . . mad wasted money ’ nothing done . take advice buy something else !"
547,Derek,1,"headphones work great android phone , purchased use primarily windows pc . bluetooth connection windows n't work . reached bose support help troubleshooting , response curt , `` contact microsoft '' .i get . probably n't hardware issue , bose ca n't possibly support entire bluetooth ecosystem represents broad spectrum devices customers might attempt connect . offering guidance whatsoever , even something like `` things try worked customers '' shock high-end company like bose.i might find use moment $  paper weight , wo n't purchasing another audio device bose point future ."
548,Amy,1,"great worked ...  months purchase , microphone broke . quiet heard . tried every fix . soft reset , hard reset , resetting bluetooth , updating headsets computer , nothing worked . googled seems like common issue . reached cs say past warranty . warranty  months broke month  wo n't fix it.they offer replace ( mail current one ) new unit discounted price around $  way 'll get knowing break fast.it 's like throwing around . used home pretty carefully . expected headset near $  last much longer . 's ridiculous ."
549,ARussell,1,"used headphones religiously would come office -- say x week . sometimes would n't even turn headphones -- 's needed drown noise . bought feb  , . mid-june  , headphones would turn . able charge nothing could turn . went site , said get replacement small discount 'd mail headphones . disappointing ."
550,ANGELA,1,"buy ! ! ! bought head set , wanted try bose instead buying headset . honest , disappointed product . foam around ears torn within less  months . earpiece looks old torn within months buying . please ’ buy product , flimsy price . overpriced , cheap flimsy material.dont buy ! ! !"
551,cp,1,battery low . please charge now.battery low . please charge now.battery low . please charge now.battery low . please charge now.battery low . please charge .
552,Kolobok,1,"bought pair  months ago . low usage , maybe - times per week . , stopped pairing device worked fine . would pair , go `` ready connect another device '' mode randomly . followed troubleshooting , reset , etc . problem occurred . tried pairing devices , issue . least warranty , initiated warranty refund.new pair arrives  days later , appears `` new '' charge . charging system previous , usb-c. tried multiple chargers . led would light , like battery completely dead . followed troubleshooting , power could even reset , even plugged in.so , initiating second warranty return . guess 'll try listen  weeks . old bose headphones ( removable batteries , wired ) work great  years . , phones days longer microphone plugs . new bose appear high quality ,  failures  months $  pair headphones unacceptable ."
553,CJ,1,"headset arrived one side ’ work , tried troubleshooting stuff still ’ work .. ’ forever hold trying return"
554,Minko C,1,"work well first months , start producing clicking crackling noise one ear ."
555,Amazon Customer,1,"n't mind spending $  pair headphones break  months . one . wo n't turn anymore . software date , battery fully charged . working perfectly one second next . poof . done . spending money bose products . quality gone downhill seems ."
556,sharon e randle,1,"headphones never hold charge impossible turn . say automatically turn , found accurate . n't recommend bose products , many choices today n't issues ."
557,Matthew Woodhouse,1,"made mistake buying without reading reviews bose made great headphones past . set qc 's dozen years happy . finally decided upgrade planning buying qcii 's saw new model available went . big mistake ! qc 's ( like mentioned reviews ) eq 'd overly accentuate high end . ends sacrificing bass drowns mid-range well . vocals ( particular male ) almost impossible hear snare drums cymbals.one thing also found lacking fit . headphones tight put lot pressure neck bottom ear cup . took cross country trip towards end flight move around every couple minutes neck sore.i exchanged qc 's qcii 's much happier ! ! self favor skip qc 's ! pros : battery life , anrcons : sound quality , fit"
558,Stu,1,owned eighteen months time sitting home unused . today randomely died . last pair qcs lasted close decade . huge disappointment !
559,Richard T. Stanley,1,"first , price bit high , however bose product . second , happy go on-line get operation manual . would think stealing something every pages printed solve picture puzzle .... ? ? ? ? ? ? annoying ! information bose packed head phones consisted safety instructions written  languages ( understandable ) . social redeeming value found , two page part , room record serial number model product purchased . sheet came product tells download bose music app apple store google play course shows power headphones ( sliding switch ) nothing else , battery ? ? ? maintenanc , charging , etc , etc , etc . left figure buttons work ! downloading manual , free , find , helps immensely ! ! really wo n't know product works next plane ride , however , 's anything like past products rate  stars ."
560,Mike,1,"item arrived , already opened . ca n't tell headphones used , parts original packaging removed box unsealed . returning refund ."
561,James,1,"bought week ago cyber monday . sound quality , look , case great ,  modes : “ quiet ” mode full anc . immediately noticed background sound/pressure found called “ ear suck ” . music dampens effect , feeling still noticeable . however , option turn anc , even using app . ’ stuck ear suck.the second mode “ aware ” . mode , external moves amplify sound . ’ noise cancelling turned . outside sounds amplified.why , oh , option turn active noise cancelling ? ! ? ! time , using apartment ’ need anc ’ want ear suck.these would easily  star third option turn anc . alas , returning ."
562,Mr. Freeze,1,charge unit  % ’ use  four days ( verified powered ) power  % . go use get voice need charge immediately . rinse repeat . purchased several wireless bose oe wireless headphones past never much battery issues new series . thought might needing firmware update checked using bose music app iphone states everything date . tried use today ( conference call ) issue . year priced headset pooh…i recommend toss garbage find another manufacturer provide better quality . sorry bose put qc  year . .
563,Rebecca,1,"product sent broken would turn , returned still gotten refund ."
564,Nicholas C.,1,"work desk job . desk quietly working awesome . cases terrible . use outside hear every breeze 's windy look shoulder keep hearing loud wind noise . use make call switch aware mode person hear everything happening around . call grocery store today first question `` ? '' followed `` headphones suck '' . never buy boise without great return policy since longer faith products . also based stand behind qc 's beginning  tried replace headband would offer qc 's special price new qc 's even less trust customer service . five months since started using really hoping software update fix issues , far happened ."
565,Mark Wilson,1,"first bose quiet comfort  received audio . connected phone treadmill , sound . called bose nice woman guided troubleshooting avail . sent headset directly bose . received , wanted test sending replacement . disappointed , least expedited second headset . everything appeared work unit , except connected proform  treadmill . audio…then static…no sound…then audio again…and repeat . decided give second day . next time treadmill , problem . , lg headset works perfectly using treadmill . lg , issues . lg noise canceling , however . , returned second bose headset amazon refund . ordered sony noise canceling headset . hoping ’ better luck brand . besides treadmill , want headset mowing lawn ."
566,Shelby Hill,1,"maybe got bum product , bought / today / . headphones turn connect devices , okay audio minute , cut audio . still says 's connected bluetooth , play audio without restart . 've tried every troubleshooting step bose listed audio bluetooth problems dice . return window though amazon closed / , reached bose customer service 're replacing warranty ( effect year bose-approved vendor ) .will update couple months receiving replacement ."
567,Chris Bowers,1,sound kept cutting connected desktop
568,Chadi Ibrahim,1,"already one headphones love . bought another one wife , unit received defective would connect . mistakenly returned unit amazon refused send back , said disposed . said ’ nothing lost perfectly working headphones thanks amazon !"
569,Kindle Customer,1,"headphones  days , already retuning . bluetooth would stay connected husbands phone . called customer support , walked troubleshooting steps , kept experiencing issues . finally able reset back factory default (  tries ) , still would connect disconnect  seconds song . died . charged would turn back . disappointed father ’ day gift ."
570,Devan,1,bought use pc reason get base app laptop phone . come aux cord cord short pc . even without issues n't sound great .  $ pair corsair headphones make sound like joke . couple hours testing repackaged sent heap garbage back . noise cancellation almost non existent well . 're looking quality headphones 'd suggest looking elsewhere .
571,Jd,1,’ using beats last - years different types . decided give bose try since love home audio system . well headphones really let . first day listened car  mins sounded great . next morning used morning walk/light jog literally every time feet would make contact ground loud bang headphone speaker ( yes silent mode ) . changed settings could get go away even turned numerous times . yesterday second time wore constant buzzing left ear goes away noise cancellation . ’ returning going back beats .
572,SC,1,"daughter found static noise certain playback functions . static noise started , would continue every function . static noise occurred two pairs headphones , appears quality problem bose . buy ."
573,Vincent tai,1,"’  different nose headphone products end breaking due software/hardware issues . comfort , quality ’ t.buy someone else like sony . major issues bose little use promise . connection problems nightmare bose app . never connect right device access multiple"
574,PapaJohn,1,"update : expensive trash . n't work . bose app makes impossible correctly connect computer calls . connect sound quality piercing awful . got fed threw mid meeting switched back  buck earbuds . item nothing trash vanity object.i several bose products . high regard . never issue connecting devices got qc . connected phone , sort notification `` curve-ball '' sound disable sound coming headset . 'll reset everything , delete connection , start anew every time . reference , bose soundsport never issues . switch devices . take calls listening music . save money look elsewhere . 'm pretty sure 's app causing problems headset hence bose products work fine . bose decided force terrible software throat ."
575,Steven D.,1,"order headphones left others plane . box arrives , open head phones crammed case , scratched dented . cables thrown case , looked like rats nest . box n't damaged know damage shipping . headphones n't sealed packaging either ."
576,ABELARDO TAPIA,1,look nice weak poor sound .
577,C. Gates,1,"things garbage . bought pair three years ago , within six months bluetooth connectivity completely crapped . first , phone would connect headphones sporadically , could n't get connect . threw away , waited two years problem get resolved software upgrades bought another pair ( sounded really good actually worked ) . even three months later , exact thing happened . $  later , zero noise cancelling headphones show it.junk ."
578,Wendy Durbin,1,warned . purchased  sets qc headphones last  years . set stopped working soon  year warrant expired . bose offers sell new pair $  . know bose poor quality control defects intentional boost sales . warned . expected bose premium price product .
579,cody,1,product trash . first good say sound . using couple month volume ’ stay keeps turning self . technical support wants jump hoops send replacement . ’ wast money time .
580,Spider-Man 25,1,really wanted love broke daily use . super comfortable broke ’ seem get fixed .
581,Roger,1,"give  star review sound kept crackling , popping interrupting used windows pc . app sounded okay ,  star using . trouble shooting found web ( updating firmware , disabling pc sound enhancements , turning microphone , resetting headphones , etc ) range pc significantly lower app ,  meters starts cutting . app never cut apartment left phone next pc.also , top cushion could softer.skip purchase , 've started return . maybe got defective one found people issues web . 'll check sony 's xm better ."
582,Jonas,1,"sound keeps cutting , multiple devices , even reset headphones . 's clearly bluetooth issue , sound gets really quiet connection n't interrupting fully . seems clearly microphone hardware issue.bose support says : `` ’ sorry . product warranty , replace discounted price . `` bought two months ago , want full refund !"
583,Matthew,1," . ) headphones require app installed , simple bluetooth device advertised .  . ) required app reason requires gps location active use .  . ) even following required steps , include creating bose account , app still never able locate headset.none listed items needed simple bluetooth connection ( requires devices local anyway ) devices , required bluetooth products.a potentially great product ruined attempts gather personal information users . ( wired connection works great , sound cancelation works intended , 's point buying bluetooth headset , functionality n't actually function ? )"
584,Danny Pine,1,"older model better user atmosphere , sound feedback , better battery life , practical user interface makes sense . ones dead everything go use them.just wanted add update months purchase : headphones slide head whenever standing straight . n't even owned  months yet . shame , bose . wish n't late return ."
585,Amazon Customer,1,"headphones phenomenal , sound quality good , noise cancellation good - problem may simply stop working one day . used  months issues whatsoever , nowhere bricked . inciting incident ,  % charge , turned  minutes , returned responding input , connecting computer , would respond placed charger.since still warranty , qualify replacement charge , however took  weeks get replacement - left completely screwed finals.so yes , headphones great ! make sure rely anything , may decide clock need ."
586,A. Campbell,1,everything good year sudden wo n't connect phone bose wants buy another set ....
587,Scott,1,headphones bad compared xm set . bought time months ago prime day . sony pair ineffably better tho essentially issues . qc came pair immediately felt poor respect audio quality . l ear unknown reason quieter r resetting nothing . bluetooth constantly cuts . excuse poor hardware ( software ) expensive price point . ’ done bose going forward ’ clear quality continuously deteriorated years . favor go sony instead torn two sets .
588,Steven,1,"honestly , product great month bluetooth decides wants connect play anything . keep using airpods whatever else headphones currently use , especially lasted point . got december , january longer connecting phone computer . waste money , n't buy hype brand . please think twice buy , imagine taking $ + setting fire - 's equivalent ."
589,Kendra ,1,"nice thing say headphones comfortable . however , second pair thought first pair broken . sound choppy would drop returned got another pair , thing started happening immediatelg second pair . figured wifi interference . went walk  minute walk , sound dropped got choppy  different times . paying $ - okay repeated sound quality issues annoying ? ’ confused ."
